"Root","FullName","Directory","Name","Extension","LengthBytes","LastWriteTime","CreationTime","Depth"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\cmdoptions.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","cmdoptions.py",".py","36164","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\command_context.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","command_context.py",".py","817","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\index_command.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","index_command.py",".py","6484","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","main_parser.py",".py","4403","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\main.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","main.py",".py","3137","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\parser.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","parser.py",".py","13827","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","progress_bars.py",".py","4706","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\req_command.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","req_command.py",".py","16482","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\spinners.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","spinners.py",".py","7362","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\status_codes.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli","status_codes.py",".py","116","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","__init__.cpython-311.pyc",".pyc","270","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\autocompletion.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","autocompletion.cpython-311.pyc",".pyc","10999","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\base_command.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","base_command.cpython-311.pyc",".pyc","12533","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\cmdoptions.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","cmdoptions.cpython-311.pyc",".pyc","38876","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\command_context.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","command_context.cpython-311.pyc",".pyc","2149","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\index_command.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","index_command.cpython-311.pyc",".pyc","8684","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\main_parser.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","main_parser.cpython-311.pyc",".pyc","5586","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\main.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","main.cpython-311.pyc",".pyc","2521","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\parser.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","parser.cpython-311.pyc",".pyc","21014","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\progress_bars.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","progress_bars.cpython-311.pyc",".pyc","7042","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\req_command.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","req_command.cpython-311.pyc",".pyc","17041","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\spinners.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","spinners.cpython-311.pyc",".pyc","12846","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__\status_codes.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\cli\__pycache__","status_codes.cpython-311.pyc",".pyc","367","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","__init__.py",".py","4026","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\cache.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","cache.py",".py","9142","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\check.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","check.py",".py","2244","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\completion.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","completion.py",".py","4565","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\configuration.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","configuration.py",".py","10105","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\debug.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","debug.py",".py","6805","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\download.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","download.py",".py","5178","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\freeze.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","freeze.py",".py","3099","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\hash.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","hash.py",".py","1679","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\help.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","help.py",".py","1108","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\index.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","index.py",".py","5520","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\inspect.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","inspect.py",".py","3177","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\install.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","install.py",".py","30588","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\list.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","list.py",".py","13497","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\lock.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","lock.py",".py","6027","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\search.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","search.py",".py","5782","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\show.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","show.py",".py","8066","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\uninstall.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","uninstall.py",".py","3868","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\wheel.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands","wheel.py",".py","5880","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","__init__.cpython-311.pyc",".pyc","4613","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\cache.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","cache.cpython-311.pyc",".pyc","12677","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\check.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","check.cpython-311.pyc",".pyc","2950","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\completion.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","completion.cpython-311.pyc",".pyc","5869","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\configuration.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","configuration.cpython-311.pyc",".pyc","15182","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\debug.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","debug.cpython-311.pyc",".pyc","12131","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\download.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","download.cpython-311.pyc",".pyc","7510","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\freeze.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","freeze.cpython-311.pyc",".pyc","4565","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\hash.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","hash.cpython-311.pyc",".pyc","3299","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\help.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","help.cpython-311.pyc",".pyc","1911","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\index.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","index.cpython-311.pyc",".pyc","8518","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\inspect.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","inspect.cpython-311.pyc",".pyc","4398","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\install.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","install.cpython-311.pyc",".pyc","32196","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\list.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","list.cpython-311.pyc",".pyc","19278","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\lock.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","lock.cpython-311.pyc",".pyc","8465","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\search.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","search.cpython-311.pyc",".pyc","8962","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\show.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","show.cpython-311.pyc",".pyc","13000","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\uninstall.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","uninstall.cpython-311.pyc",".pyc","5093","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__\wheel.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\commands\__pycache__","wheel.cpython-311.pyc",".pyc","8618","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions","__init__.py",".py","858","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\base.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions","base.py",".py","1830","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\installed.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions","installed.py",".py","929","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\sdist.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions","sdist.py",".py","6627","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\wheel.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions","wheel.py",".py","1364","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","__init__.cpython-311.pyc",".pyc","1029","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\base.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","base.cpython-311.pyc",".pyc","3194","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\installed.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","installed.cpython-311.pyc",".pyc","1913","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\sdist.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","sdist.cpython-311.pyc",".pyc","9192","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__\wheel.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","wheel.cpython-311.pyc",".pyc","2505","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index","__init__.py",".py","29","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\collector.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index","collector.py",".py","16144","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\package_finder.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index","package_finder.py",".py","41776","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\sources.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index","sources.py",".py","8639","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__","__init__.cpython-311.pyc",".pyc","224","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__\collector.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__","collector.cpython-311.pyc",".pyc","23770","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__\package_finder.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__","package_finder.cpython-311.pyc",".pyc","47367","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__\sources.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\index\__pycache__","sources.cpython-311.pyc",".pyc","13611","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations","__init__.py",".py","14157","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\_distutils.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations","_distutils.py",".py","5975","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\_sysconfig.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations","_sysconfig.py",".py","7779","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\base.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations","base.py",".py","2550","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\__pycache__","__init__.cpython-311.pyc",".pyc","16425","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\__pycache__\_distutils.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\pip\_internal\locations\__pycache__","_distutils.cpython-311.pyc",".pyc","7246","2/19/2026 5:51:12 PM","2/19/2026 5:51:12 PM","8"
